"minutes__minute","minutes__value__rmssd","minutes__value__coverage","minutes__value__hf","minutes__value__lf","dateTime"
"2025-04-14T08:00:00.000","216.026","1","7453.564","5725.145",""
"2025-04-14T08:05:00.000","227.392","1.003","7869.41","2896.401",""
"2025-04-14T08:10:00.000","227.481","0.956","9019.209","4379.225",""
"2025-04-14T08:15:00.000","203.98","0.943","7451.714","5816.352",""
"2025-04-14T08:20:00.000","221.889","0.881","7214.5","3889.55",""
"2025-04-14T08:25:00.000","214.249","0.957","6290.872","3953.222",""
"2025-04-14T08:30:00.000","186.359","1.007","3905.716","4629.481",""
"2025-04-14T23:25:00.000","212.379","0.939","5284.559","1358.851",""
"2025-04-14T23:30:00.000","198.524","0.703","4086.708","3562.123",""
"2025-04-14T23:35:00.000","222.872","0.948","6173.814","1535.076",""
"2025-04-14T23:40:00.000","213.191","0.997","6482.041","1310.085",""
